t,TB_pde,TB_pinn,TB_ode
0.0,0.04650810721224416,0.052004385739564896,0.04650810721224417
0.05,0.04501833471207338,0.05083654075860977,0.045755134491341456
0.1,0.04261581810827641,0.050235748291015625,0.0446132009855636
0.15000000000000002,0.04039007800369825,0.049591902643442154,0.04350676265418972
0.2,0.03831512148657902,0.04877052456140518,0.04243460776353921
0.25,0.03639118767845642,0.04791558161377907,0.041395567360373274
0.30000000000000004,0.0345961653139476,0.047116488218307495,0.04038851428181689
0.35000000000000003,0.03293035143458985,0.046379562467336655,0.039412363155358766
0.4,0.03137490647011424,0.04567756876349449,0.038466069239180126
0.45,0.02993016104254794,0.044970765709877014,0.037548626459324136
0.5,0.028580038707707308,0.04421946778893471,0.036659067327531866
0.55,0.02732488623021037,0.04339222609996796,0.035796457520612085
0.6000000000000001,0.026150965112262354,0.04246954619884491,0.03495989562922087
0.65,0.02505862591477505,0.04144394397735596,0.034148513157861625
0.7000000000000001,0.02403611175155418,0.04031786322593689,0.033361473961706
0.75,0.023083768389225427,0.03910087049007416,0.032597971742423404
0.8,0.02219152124635493,0.037807025015354156,0.03185723118174838
0.8500000000000001,0.02135970547094982,0.03645271807909012,0.031138503229589706
0.9,0.020579676862252153,0.03505508974194527,0.030441064535984202
0.9500000000000001,0.019851756156585198,0.03363095596432686,0.029764217451096756
1.0,0.01916851708724326,0.032196108251810074,0.0291072899735178
1.05,0.018530263669968284,0.030764847993850708,0.028469633544740233
1.1,0.017930608099324025,0.02934972196817398,0.027850624141499664
1.1500000000000001,0.01736983643795959,0.027961429208517075,0.027249659322073204
1.2000000000000002,0.016842447474058365,0.026608776301145554,0.026666156655885155
1.25,0.01634870885697702,0.02529878355562687,0.026099553723507
1.3,0.015883877260433398,0.024036789312958717,0.025549308116657357
1.35,0.015448202005987103,0.02282664179801941,0.02501489687085128
1.4000000000000001,0.015037588412819098,0.021670890972018242,0.02449581501110031
1.4500000000000002,0.014652267937277731,0.020570987835526466,0.023991576420609416
1.5,0.014288701698614908,0.01952749490737915,0.02350171075075536
1.55,0.01394710400258291,0.018540235236287117,0.023025763181781782
1.6,0.013624412753082557,0.017608465626835823,0.022563294422799217
1.6500000000000001,0.013320825979587881,0.01673102378845215,0.022113880711785078
1.7000000000000002,0.013033691040269333,0.015906399115920067,0.021677112896737454
1.75,0.012763190654645935,0.015132850967347622,0.021252596059624172
1.8,0.012507024192349147,0.014408459886908531,0.020839949424123122
1.85,0.012265360072107953,0.013731183484196663,0.020438804244311215
1.9000000000000001,0.012036200610655566,0.013098903000354767,0.02004880377896665
1.9500000000000002,0.011819700942709541,0.012509438209235668,0.01966960329156889
2.0,0.011614124376955458,0.011960593052208424,0.01930087005029872
2.0500000000000003,0.01141961376372355,0.011450155638158321,0.01894228254215613
2.1,0.011234657488479792,0.010975918732583523,0.018593530229765745
2.15,0.011059387082696909,0.010535694658756256,0.018254313572897526
2.2,0.010892485231300647,0.010127336718142033,0.01792434229147622
2.25,0.010734073067234923,0.0097487298771739,0.01760333534586941
2.3000000000000003,0.010583001173176449,0.009397821500897408,0.017291020936887468
2.35,0.01043938115188075,0.009072625078260899,0.01698713650578359
2.4000000000000004,0.01030220881274954,0.00877122301608324,0.016691428398197015
2.45,0.010171587041086774,0.00849179457873106,0.016403651052550875
2.5,0.01004663738629019,0.008232603780925274,0.016123567850200877
2.5500000000000003,0.009927454772031935,0.00799200963228941,0.015850949395403793
2.6,0.009813269721796707,0.007768481504172087,0.01558557337063417
2.6500000000000004,0.009704169896857984,0.007560587488114834,0.015327224536584316
2.7,0.009599480356079361,0.007367003243416548,0.015075694732164314
2.75,0.009499282142460038,0.007186506874859333,0.014830782868859632
2.8000000000000003,0.009402982404061422,0.007017977070063353,0.014592294071649076
2.85,0.00931065615687639,0.006860388908535242,0.01436004026529955
2.9000000000000004,0.009221781899638624,0.006712810602039099,0.014133839550265436
2.95,0.00913642916249419,0.006574395578354597,0.013913515419323643
3.0,0.009054138521239537,0.0064443787559866905,0.013698896757573626
3.0500000000000003,0.00897497451426205,0.006322068627923727,0.013489817842437366
3.1,0.008898531778673904,0.006206841208040714,0.013286118343659392
3.1500000000000004,0.008824870311294735,0.006098136305809021,0.01308764328612214
3.2,0.008753631875875785,0.005995451007038355,0.012894242245363941
3.25,0.008684872337164294,0.00589833315461874,0.012705770155881887
3.3000000000000003,0.008618274580842506,0.005806376226246357,0.012522086471775282
3.35,0.008553890711535835,0.005719217471778393,0.012343054729848611
3.4000000000000004,0.008491439532849582,0.0056365313939750195,0.01216854254961152
3.45,0.008430969726739143,0.0055580297484993935,0.011998421633278838
3.5,0.008372231500731374,0.0054834517650306225,0.011832567765770553
3.5500000000000003,0.008315270419970117,0.0054125702008605,0.011670860813521537
3.6,0.00825986417703364,0.005345180165022612,0.011513184140484356
3.6500000000000004,0.008206055497261779,0.005281105171889067,0.011359425015671207
3.7,0.00815364615315526,0.005220188293606043,0.011209474379751807
3.75,0.008102676280973796,0.005162296816706657,0.011063226243158726
3.8000000000000003,0.008052968771868844,0.0051073175854980946,0.01092057768608739
3.85,0.008004561399847527,0.0050551570020616055,0.010781428858496079
3.9000000000000004,0.007957295597241067,0.005005737766623497,0.010645682980105924
3.95,0.007911206980942866,0.00495900446549058,0.010513246340400914
4.0,0.007866153279138309,0.004914912395179272,0.01038402820022417
4.05,0.007822168137089785,0.004873434081673622,0.010257940277658932
4.1000000000000005,0.007779123621189595,0.004834555555135012,0.010134897481482791
4.15,0.00773705157275968,0.004798267036676407,0.01001481715848393
4.2,0.007695836688119406,0.004764571785926819,0.00989761894564285
4.25,0.007655509156252743,0.004733468871563673,0.009783224770132368
4.3,0.00761596481145935,0.0047049568966031075,0.009671558849317625
4.3500000000000005,0.007577232327453259,0.004679020959883928,0.009562547690756082
4.4,0.007539217372393061,0.004655631724745035,0.009456120092197515
4.45,0.007501947228669625,0.004634731449186802,0.009352207064808897
4.5,0.007465336257383402,0.0046162293292582035,0.00925074138957034
4.55,0.007429410461710568,0.004599998239427805,0.009151658279948486
4.6000000000000005,0.007394091896699272,0.004585863556712866,0.009054894777599045
4.65,0.007359405387743855,0.004573606885969639,0.008960389617859785
4.7,0.007325279808359732,0.00456296605989337,0.008868083229750521
4.75,0.007291738897968894,0.004553642589598894,0.008777917735973124
4.800000000000001,0.007258717580650213,0.004545314237475395,0.008689836952911516
4.8500000000000005,0.0072262385929905,0.004537646193057299,0.008603786390631678
4.9,0.007194242235497249,0.004530307371169329,0.008519713252881644
4.95,0.0071627503172456315,0.004522992763668299,0.008437566315510365
5.0,0.0071317079228339735,0.004515425767749548,0.00835729569475774
5.050000000000001,0.007067372939833962,0.004507383331656456,0.008194993897910105
5.1000000000000005,0.00698229793118454,0.004498690832406282,0.007999275864184755
5.15,0.006899495028106364,0.004489233251661062,0.007812956510830117
5.2,0.006818643621267861,0.00447894586250186,0.007635528580570769
5.25,0.00673976653747697,0.004467818420380354,0.007466513955359867
5.300000000000001,0.006662596798736408,0.004455879330635071,0.007305462907083195
5.3500000000000005,0.006587165888736407,0.00444318912923336,0.0071519499813361455
5.4,0.006513248450275617,0.0044298358261585236,0.007005573595616014
5.45,0.006440882033893609,0.004415922332555056,0.006865955250179475
5.5,0.0063698737679928254,0.0044015576131641865,0.00673273888404283
5.550000000000001,0.006300265343295771,0.004386856220662594,0.006605587777917789
5.6000000000000005,0.006231889408339599,0.004371929913759232,0.006484183411652612
5.65,0.006164790362155448,0.004356881603598595,0.006368225256776436
5.7,0.006098821048231173,0.004341809544712305,0.00625743008352745
5.75,0.006034027511528666,0.004326799418777227,0.0061515308723883964
5.800000000000001,0.005970278707654784,0.004311927128583193,0.006050274524742733
5.8500000000000005,0.005907621541349671,0.004297257401049137,0.0059534217167794955
5.9,0.005845937940252068,0.004282845184206963,0.005860746757732377
5.95,0.005785275089417676,0.0042687370441854,0.00577203655800689
6.0,0.005749305390212006,0.004254968371242285,0.00568708944175353
